token,user,verdict,validator,submission
ccd76da2-3b39-4a88-876b-e936f8678b26,node0116cbsgzmkpmm1v8drtgavy2eu42202,CORRECT,bjv147,f1098f2e-96b6-49a8-b9dc-cdc956ac9ca2
e000a65a-0d91-454b-9be1-a726ca0c05b3,node0vvzr5i2unv5t1ekxcfys58jy46505,CORRECT,bjv147,1503ee5d-d3c6-4e76-a797-7a6a46a5df74
bd9805ee-fa84-41fa-b26f-f8b1c9d1203e,node01axdevksv2853rij1dgxnzjr841526,CORRECT,bjv147,ceccc32b-77d7-4a3e-aa50-5b2d06d7c95a
a6a442ff-b8ba-4a7e-ba30-078b7a3148ea,node0116cbsgzmkpmm1v8drtgavy2eu42202,CORRECT,bjv147,92513581-c837-4fb3-9b9c-3c7342d4dd20
744702ab-7e39-4a7e-9eca-15f1cf9f3e23,node07roeyegtwukc17bcq0rkh89g32838,CORRECT,bjv147,4d3ab76e-b08f-4efa-8e62-c32748a69b89
7406c934-0884-432a-8118-064cf1acc4ff,node03wc3plhg6vyd1bbo2x0wahcl841721,CORRECT,bjv147,501062d1-1afc-4fe7-b07b-9f64a50775c8
7a38e30e-d35b-4dfa-96e5-2d9abcd8cf50,node0vvzr5i2unv5t1ekxcfys58jy46505,CORRECT,bjv147,e6d0c9c7-f32f-4c4b-a8fa-ec8ee74a4f0d
3a1f4e9b-2334-42ca-858b-7d6253fa77aa,node0my107zh5k2621a45saqkjbbq440845,CORRECT,bjv147,a8fbedca-16ba-406d-a0e5-1f4082fd97ef
fc2a0b9f-dd4f-4fc0-99cc-3c7adabdedfd,node07roeyegtwukc17bcq0rkh89g32838,CORRECT,bjv147,621861aa-3d4a-4003-9226-d72fa977351f
47023670-57eb-4457-a818-2f610196c0f4,node0116cbsgzmkpmm1v8drtgavy2eu42202,CORRECT,bjv147,b4768774-3d9e-4908-aaee-e734cb97696e
cc91a658-f430-40e0-96ae-4054759fc44c,node07roeyegtwukc17bcq0rkh89g32838,CORRECT,bjv147,57dc4338-d5cf-4393-b468-96d2942b4e97
b2d3b353-fa90-4d41-a7a7-3dca33668209,node01axdevksv2853rij1dgxnzjr841526,CORRECT,bjv147,e225e778-af92-4c56-9be9-49ec9005c3b2
b2dffe1a-a810-4c75-acb2-7b5953062b3d,node0vvzr5i2unv5t1ekxcfys58jy46505,CORRECT,bjv147,e66138f9-c316-4d7c-ab69-fc8d12eb9dba
ebf83de3-9297-45a4-9bde-86550e773f32,node0116cbsgzmkpmm1v8drtgavy2eu42202,CORRECT,bjv147,59fe3177-328d-4f75-b659-b3dcffffe2ba
45735102-068e-41db-80e0-26997a7408f4,node03wc3plhg6vyd1bbo2x0wahcl841721,CORRECT,bjv147,ba2777f4-da38-4276-b446-2eb88bb63aa6
32450c5e-c067-4954-b48d-47d97f71f171,node0my107zh5k2621a45saqkjbbq440845,CORRECT,bjv147,1728b89f-b8a2-407e-bc2b-f58e87b11f70
295bed67-51c9-4a15-8848-eaafd8ab43dd,node0my107zh5k2621a45saqkjbbq440845,CORRECT,bjv147,4a4be31e-0a0b-464c-93cb-f3b32f9d4f18
2cd0dd8d-d902-41f2-a16b-5a211973af00,node0116cbsgzmkpmm1v8drtgavy2eu42202,CORRECT,bjv147,9a694bb4-adc3-4a2a-9f20-cbcb58fdd56f
baf75728-be14-4427-8940-abad73eccd40,node01axdevksv2853rij1dgxnzjr841526,CORRECT,bjv147,363a801d-b4a6-4b1e-bc49-af27fda669ad
c1778fac-11d2-455f-85b7-91c4602c8124,node07roeyegtwukc17bcq0rkh89g32838,CORRECT,bjv147,568cc16e-e643-457b-8287-b0f075f14a9e
c76696b0-9a84-48fa-ade8-99fbc1a4a986,node07roeyegtwukc17bcq0rkh89g32838,CORRECT,bjv147,6db2b91b-3493-41dd-9090-32455f9d7072
9f0974b5-a861-49b0-b20e-adbac22211bb,node0my107zh5k2621a45saqkjbbq440845,CORRECT,bjv147,ff297de2-ec06-4c5a-8c4b-29cff9bb6aae
55cfa7ab-c961-43c9-b9e9-4284ec0f995b,node0my107zh5k2621a45saqkjbbq440845,CORRECT,bjv147,35c9d32f-4633-4fe4-8e22-9f0e18a0ac5f
960f39f9-10b2-4ad8-a9d3-e3f2b31459a3,node0116cbsgzmkpmm1v8drtgavy2eu42202,CORRECT,bjv147,e0eb41a0-143f-4ec8-a614-ade21da7de36
dfdd4f86-487d-41bf-86c7-a7efe0e46fd9,node01axdevksv2853rij1dgxnzjr841526,CORRECT,bjv147,91b752f8-bd88-459f-b8c2-1d45f7a39f1e
f6b234b6-df42-45dc-9b65-20976dd81642,node0my107zh5k2621a45saqkjbbq440845,CORRECT,bjv147,e5a54cb5-e2d9-4b35-93a0-7ad6abbaf7b0
b40b6148-0027-445f-823f-d7067a34021b,node03wc3plhg6vyd1bbo2x0wahcl841721,CORRECT,bjv147,774e66a7-89a3-4b69-ac23-d173cb684fbe
8c4f0055-3507-4f6e-9678-a970b1fbb8f2,node0116cbsgzmkpmm1v8drtgavy2eu42202,CORRECT,bjv147,bc598b32-de78-4331-b5b1-1fd7deb25890
c25e409f-d49e-40ce-b89d-b705a4bed8c6,node01axdevksv2853rij1dgxnzjr841526,WRONG,bjv147,8cb74077-c2c0-462b-81a0-904a3dffa8c2
982c7945-a5c7-4495-8e2e-67e28e7ef995,node0my107zh5k2621a45saqkjbbq440845,CORRECT,bjv147,c9fb2da5-abc2-444d-87f8-a0a9b1a96a6a
51ec8b35-5c77-4711-81e9-e4a854dea3ab,node03wc3plhg6vyd1bbo2x0wahcl841721,CORRECT,bjv147,5c0619e7-7a33-4738-96fa-e16ec1d96d49
7ab9ebd0-d7b0-4527-ac82-05eb08a184ab,node01axdevksv2853rij1dgxnzjr841526,WRONG,bjv147,fdcb169e-9e20-4b63-844f-6bbf10e9564e
3940a280-d73e-4284-a533-9f1b4b4f4972,node0my107zh5k2621a45saqkjbbq440845,CORRECT,bjv147,9c989d8a-2a94-4d72-802d-b9994f5430c7
4f1b3909-b97a-44ab-b1ab-69977218b0a3,node07roeyegtwukc17bcq0rkh89g32838,CORRECT,bjv147,8bcf188c-9051-4eb0-9798-3c74a9831283
376e9ac0-6142-4d9e-895f-57888424bfab,node03wc3plhg6vyd1bbo2x0wahcl841721,CORRECT,bjv147,f539501b-65da-4995-9acf-e8b3c92ee512
7b9fdca1-dc6d-42bc-b328-b6bee9b0513d,node0my107zh5k2621a45saqkjbbq440845,CORRECT,bjv147,59119efa-a2e8-441e-8244-2c25a806ec47
e44c3471-2015-44d3-85c2-cc0ecd809089,node01axdevksv2853rij1dgxnzjr841526,WRONG,bjv147,de087a86-63d7-4675-95a9-622a008b9757
eeeb7b9d-c189-419f-958e-869d701c8377,node07roeyegtwukc17bcq0rkh89g32838,CORRECT,bjv147,6d30a298-8b52-495c-97b3-dcb90b6219fa
702023f1-9679-4ab8-8d57-a7ca93dfcb67,node03wc3plhg6vyd1bbo2x0wahcl841721,CORRECT,bjv147,96d9f1a9-daaa-43df-bf60-de11e8da79a0
baa4108b-2648-4b6e-b887-e4de13eaa793,node01axdevksv2853rij1dgxnzjr841526,CORRECT,bjv147,05f52106-da39-4e77-b893-1905ded2dace
24104e99-e982-4245-a553-d9b96164fd36,node0my107zh5k2621a45saqkjbbq440845,CORRECT,bjv147,f0ce5a41-34df-4694-b704-eb9fa4cafe29
e043029c-657a-4078-9fae-85e7dbdae5fc,node0vvzr5i2unv5t1ekxcfys58jy46505,CORRECT,bjv147,6f354874-274f-4c89-a9ca-f0b4fdd4986b
04708380-e2c0-4d52-94c4-ed6f7686b1de,node0116cbsgzmkpmm1v8drtgavy2eu42202,WRONG,bjv147,73c405b5-e933-4984-9eb3-0f8334f094d0
12ebd7cb-d5de-42b3-9c78-db82b2a04b0b,node07roeyegtwukc17bcq0rkh89g32838,WRONG,bjv147,81b97104-3b4b-4a78-bdb9-1bf186f0b37e
ad4ab282-86b0-4ad7-9c48-fd893c85ce3f,node0my107zh5k2621a45saqkjbbq440845,CORRECT,bjv147,578fadb5-7f56-43da-ae9d-9acf132bc442
6cfe58a9-7027-4fa9-a709-239c218359f4,node01axdevksv2853rij1dgxnzjr841526,CORRECT,bjv147,12ce9fb9-6075-4236-a194-e5810d097cc6
92604cc7-ee92-4b26-b7b6-1a684c980992,node03wc3plhg6vyd1bbo2x0wahcl841721,CORRECT,bjv147,d6c7b7d3-0431-4ee7-aade-c92daec9997c
5e5469ed-0fc2-43e2-90f4-b656ec7299bf,node0vvzr5i2unv5t1ekxcfys58jy46505,CORRECT,bjv147,7c369954-51cf-43cc-81e0-65af074765d2
5da69562-dbcf-4932-b121-a4ce37f83c4c,node0my107zh5k2621a45saqkjbbq440845,WRONG,bjv147,68a9ae61-3c80-419f-b123-14ff722f4a6d
14efeb61-a97f-42c5-9cf4-c1851ff4b748,node0vvzr5i2unv5t1ekxcfys58jy46505,WRONG,bjv147,e68a3ee0-5410-4eb2-8fd6-37238450e8ff
ef51e039-5dbb-4399-a45d-70bd8d35f17f,node0116cbsgzmkpmm1v8drtgavy2eu42202,CORRECT,bjv147,873915a4-30fb-4869-a41c-5e04eeff5116
0d57a08f-52b2-43a6-9ec9-fd266985a9d0,node0vvzr5i2unv5t1ekxcfys58jy46505,WRONG,bjv147,3bc137b0-ecbd-41c4-ae16-82d8df89d7e7
122e9e6d-7021-4f6a-90d4-07c126b7275a,node03wc3plhg6vyd1bbo2x0wahcl841721,CORRECT,bjv147,fb98cf62-28bf-4cd9-b288-7a0075e88829
b5ee9c64-5029-407d-b24c-ee34f02a9cf2,node07roeyegtwukc17bcq0rkh89g32838,CORRECT,bjv147,cc03dba6-7494-401b-85c4-ba6af6fd83fc
8e85e1e9-b213-4c6c-b71f-f10db8030ced,node01axdevksv2853rij1dgxnzjr841526,CORRECT,bjv147,bc7251d1-0cde-461a-9134-496ad616b2fc
d9a286f7-4c17-4bf0-b976-bf8882abd6b9,node0vvzr5i2unv5t1ekxcfys58jy46505,CORRECT,bjv147,11112761-aab6-4312-91cf-b0d88a2f6b20
3c6000f5-7592-4192-9744-ba910684dd72,node07roeyegtwukc17bcq0rkh89g32838,CORRECT,bjv147,3283a9f8-7b11-4d59-9c8a-fb4699d58ebd
3b6bb4d7-01a9-4121-99f2-cfabddbf131d,node0my107zh5k2621a45saqkjbbq440845,CORRECT,bjv147,a2023026-47f3-478c-8bea-03f951931480
b00dcebb-fdc0-4a78-a8f2-d29c761af010,node0116cbsgzmkpmm1v8drtgavy2eu42202,CORRECT,bjv147,893db578-ce23-4d0d-b733-3df6d1da8d8c
b137b6c4-2ea8-4c0c-a93d-e37bbe586646,node01axdevksv2853rij1dgxnzjr841526,CORRECT,bjv147,77cfeb88-2d07-47cb-8963-83c7f109a564
3608566f-2913-4db5-bef3-e8b079bd615e,node03wc3plhg6vyd1bbo2x0wahcl841721,CORRECT,bjv147,5ba38d31-0cf3-4122-ab1e-c24659b49495
bdbd2ced-11eb-4a2e-8d50-1c25c9bc75aa,node0vvzr5i2unv5t1ekxcfys58jy46505,WRONG,bjv147,672bd58f-2f11-43ea-a518-1b0b5f1d468f
24aa6da1-57aa-4aad-9197-82a6335ef160,node07roeyegtwukc17bcq0rkh89g32838,CORRECT,bjv147,8dc82099-9560-46dd-b175-802c2eeec277
d512d1a4-723b-40cc-9ea3-2a06f36370ab,node0my107zh5k2621a45saqkjbbq440845,CORRECT,bjv147,bb801153-9807-4d12-a8ef-5f9bd8ab1600
5261944b-66c3-4a09-9dad-3406cbf5e482,node0116cbsgzmkpmm1v8drtgavy2eu42202,CORRECT,bjv147,7d50a345-0cf3-4507-ad4a-d6aaa82cc743
ea8fa0ee-cc49-4e71-8f2e-3716791c742f,node0116cbsgzmkpmm1v8drtgavy2eu42202,CORRECT,bjv147,5c7a5e6f-1d63-48f5-aecd-5c123bc289dd
c7581a89-d5bc-4262-84c4-72b58dbdd18f,node0my107zh5k2621a45saqkjbbq440845,CORRECT,bjv147,11fac432-c51a-4f15-b827-facdba35d454
0538b61e-9a0d-47e6-b8c0-6776710fdb83,node0vvzr5i2unv5t1ekxcfys58jy46505,WRONG,bjv147,b83348f6-9ac3-4c14-ba7f-a5a3f6cd345f
1dcdc478-8316-4efb-b7d9-6cae5aab3076,node03wc3plhg6vyd1bbo2x0wahcl841721,CORRECT,bjv147,bcdaeeda-1829-4290-bf23-49d3a67278e3
49ac320f-633a-4218-aa8f-45e23865aa9b,node0116cbsgzmkpmm1v8drtgavy2eu42202,CORRECT,bjv147,00dbce3d-d287-4dcd-9081-244fced284da
c4751f5a-b391-4064-9020-164c2d7c1ba1,node0116cbsgzmkpmm1v8drtgavy2eu42202,CORRECT,bjv147,1ec54bdd-6cb4-4266-9ced-6c08e18ac90b
9d66b91e-4ffa-4a09-bc63-8d19369dbe0c,node0my107zh5k2621a45saqkjbbq440845,CORRECT,bjv147,4780a213-a08c-42d6-bf4e-9d400e09eeaf
05fd0d14-4b47-4238-a5ae-470634e909bc,node0116cbsgzmkpmm1v8drtgavy2eu42202,CORRECT,bjv147,349cc9b8-1be3-41cd-b467-442b5842befd
d0186fb0-871e-4e41-9a39-5fd736e7bb1d,node0vvzr5i2unv5t1ekxcfys58jy46505,CORRECT,bjv147,438ca50f-1732-4f49-b6ee-5b3754aa8c6b
6ab9c36f-dfb9-410d-8ea2-ba888c2e953e,node03wc3plhg6vyd1bbo2x0wahcl841721,CORRECT,bjv147,677d6deb-2627-40c5-b34d-a3453e563545
ec707ab8-cf56-4b7f-a597-6c8058e54356,node01axdevksv2853rij1dgxnzjr841526,WRONG,bjv147,2845877c-ea7e-4a17-a74a-046fd22c995e
6acd4f1f-0d4d-4b5a-b0e3-5c5ae8775196,node0vvzr5i2unv5t1ekxcfys58jy46505,CORRECT,bjv147,13a6dfb2-13cd-4fea-ab4c-b22d258161c8
3fe5376b-0273-459a-8f47-bc3d67070fbc,node0my107zh5k2621a45saqkjbbq440845,CORRECT,bjv147,dfdaade1-07e6-4000-a221-b10bdf5c5ceb
c29e3dd6-33bb-438b-86f5-1242407b0828,node0116cbsgzmkpmm1v8drtgavy2eu42202,CORRECT,bjv147,7e6eb86d-3769-4c4e-abd6-840f08e7b776
aada9d3a-d0ac-49f9-a3a1-2b5c8e155941,node07roeyegtwukc17bcq0rkh89g32838,CORRECT,bjv147,3b4d9444-520a-4eda-8b05-c87d58c55850
a04a21bc-8cb7-4e73-9e0c-1dde8a452659,node0my107zh5k2621a45saqkjbbq440845,CORRECT,bjv147,a8733cb0-39a5-4750-b1f3-55be656e5a5c
19aee81f-df5c-4286-adf0-957e18b328c6,node0116cbsgzmkpmm1v8drtgavy2eu42202,CORRECT,bjv147,2183c6e8-bc01-4d7c-923d-6a11c9758b4e
4ae51c3f-1d03-4acb-8538-e575637e8e00,node03wc3plhg6vyd1bbo2x0wahcl841721,CORRECT,bjv147,21cc70d9-e56c-4643-a48e-6e6f925ce71f
14c7fe0b-90e2-488c-810f-fdd43c7b6572,node0vvzr5i2unv5t1ekxcfys58jy46505,CORRECT,bjv147,53b8bb78-512a-47c7-9fc9-f2ebb1392c95
ccbcc9b9-87fd-494c-ab44-8e2f3c920d19,node03wc3plhg6vyd1bbo2x0wahcl841721,CORRECT,bjv147,f08105bc-deb9-4cfc-b82a-c454778cc844
7889f8e4-429e-460a-9b20-f4dfdea5fce8,node0116cbsgzmkpmm1v8drtgavy2eu42202,CORRECT,bjv147,4822f802-19cf-4454-b7bd-f8305732077f
aebcd394-2532-4ba5-b275-e4ef4b87517c,node07roeyegtwukc17bcq0rkh89g32838,CORRECT,bjv147,77a6da05-5f04-4682-b5c0-1c9ef21d0b5f
e13ac8cf-d322-4395-8390-b2cd31a17e06,node0my107zh5k2621a45saqkjbbq440845,CORRECT,bjv147,350ea1a2-bf99-4d30-b4aa-97c1110e462b
94805076-5ebf-4e14-89c3-033f9aa2a3a6,node0116cbsgzmkpmm1v8drtgavy2eu42202,CORRECT,bjv147,63a65a1e-d17d-44b9-a1f1-a70c19c6bf65
86ff4858-771c-4680-a3a8-f1514b602c75,node0vvzr5i2unv5t1ekxcfys58jy46505,CORRECT,bjv147,534c59a4-cf4d-4183-97b3-2d8b308d5aab
df084f8b-03ae-4c92-96aa-23499b5a8998,node0my107zh5k2621a45saqkjbbq440845,CORRECT,bjv147,4c05fe22-beea-4c5d-a7c8-3a8d26a30208
30be30b2-9419-40ec-a7c1-ef53be9d77bf,node01axdevksv2853rij1dgxnzjr841526,WRONG,bjv147,77a1b3d5-2997-4b6a-8c9b-c05cbacf361d
3741d775-62ef-4503-9cd4-bc890be3aa00,node0116cbsgzmkpmm1v8drtgavy2eu42202,CORRECT,bjv147,6c05aa4b-fe30-4c15-8389-89bbee782bf4
e1eee60e-503f-44be-bdf8-eb934092b0e4,node0vvzr5i2unv5t1ekxcfys58jy46505,CORRECT,bjv147,d4bfb696-c386-4c2c-b76a-dc53d3047309
ca3815c2-df14-48dd-a653-480451aeb792,node03wc3plhg6vyd1bbo2x0wahcl841721,CORRECT,bjv147,683d63c0-c198-4a4a-a477-f6862ec41303
b8511280-0d1c-480b-a209-f45116293b19,node0116cbsgzmkpmm1v8drtgavy2eu42202,CORRECT,bjv147,7fb80638-c306-4b69-8e3d-3edb3882e102
d01518e7-6693-4e17-90a9-dc2dadbf479f,node0my107zh5k2621a45saqkjbbq440845,CORRECT,bjv147,426670b8-7288-4a60-afdf-72c9186d4f6b
3506a748-244d-40f5-b634-6c21fd9eced5,node0vvzr5i2unv5t1ekxcfys58jy46505,CORRECT,bjv147,aed3ccc6-1054-41e2-aef8-2274e5790905
c0261e78-c94b-4d9c-b806-7811a8309546,node03wc3plhg6vyd1bbo2x0wahcl841721,CORRECT,bjv147,bdf5373c-17d0-4ee2-8ab6-3c22a5ece808
0fedefe3-5158-44cb-bac2-659901566329,node0116cbsgzmkpmm1v8drtgavy2eu42202,CORRECT,bjv147,2dea3820-3a94-4f7a-acec-4d370dde43c8
d7baaf3e-466d-46e1-961f-af532138fa0d,node07roeyegtwukc17bcq0rkh89g32838,CORRECT,bjv147,b8242d90-a54a-48ef-ab53-47bee12485c2
d65223b3-671a-4164-b2c9-9ebcc8f5c71b,node0vvzr5i2unv5t1ekxcfys58jy46505,CORRECT,bjv147,06d2b66b-90a7-4b61-adce-5625dfda0de8
b6d68006-37a6-40f0-8c90-e6325232a4f2,node0my107zh5k2621a45saqkjbbq440845,CORRECT,bjv147,807c770b-2901-468e-ae6d-557288a36867
ceff2001-9d39-4021-a8dc-8072b5d1cb14,node01axdevksv2853rij1dgxnzjr841526,WRONG,bjv147,9ed486cf-0dbd-4cc0-97da-6c409b41c194
74bad752-edbf-4315-9304-702e42777ed7,node0my107zh5k2621a45saqkjbbq440845,CORRECT,bjv147,7cc9113e-f1e4-46c7-9f38-c664c04e9f61
e1adab6e-3e91-4624-bab4-684f5d2c8aaf,node0vvzr5i2unv5t1ekxcfys58jy46505,CORRECT,bjv147,a4ac8df6-76ce-4ff4-9479-668203bac4df
7777f670-7e93-493e-b3fe-434e9ed98daf,node03wc3plhg6vyd1bbo2x0wahcl841721,CORRECT,bjv147,9e08c95f-1ecd-46f8-8de8-08416c221908
26d2d66d-d637-4d04-b399-4c57affa7b99,node07roeyegtwukc17bcq0rkh89g32838,CORRECT,bjv147,07c0e93d-35f2-440a-9fee-01f85287b3b4
25bac9ec-242a-477e-ac06-6d3db7c87256,node0my107zh5k2621a45saqkjbbq440845,CORRECT,bjv147,4f76b00b-bf3f-4556-b47e-6c88ebc30217
81119add-902c-4ba5-b774-d3ca7fd0e7ae,node0vvzr5i2unv5t1ekxcfys58jy46505,CORRECT,bjv147,123cddac-bbc4-4b77-8476-33fc3ae5203d
571a3694-9b72-4383-9495-61d5ef2bc506,node0vvzr5i2unv5t1ekxcfys58jy46505,WRONG,bjv147,a310f477-76ac-4abc-b9e6-bf230fdf87b7
78312b95-7528-472a-969a-aaf10acc58b1,node0my107zh5k2621a45saqkjbbq440845,WRONG,bjv147,ce2aa439-194e-45ef-9bc2-9ddb2018564c
0d6be685-70bb-43fa-aefa-d93da94a7897,node0116cbsgzmkpmm1v8drtgavy2eu42202,CORRECT,bjv147,6aed8e77-0e79-4885-bcf8-86216d7f6bc1
eac980d3-fb9d-4b9d-83fe-2bce88f81ff4,node03wc3plhg6vyd1bbo2x0wahcl841721,CORRECT,bjv147,2dcf1087-c36e-4641-acc4-cbbfedb99f49
ff025e81-4c21-4052-ab03-5a6613367769,node0116cbsgzmkpmm1v8drtgavy2eu42202,CORRECT,bjv147,e9f7586c-434d-46dc-b078-fe682e4d67bd
4ccfd7f6-76a6-43e3-b28a-7faf08144009,node0my107zh5k2621a45saqkjbbq440845,CORRECT,bjv147,1c4ff79d-0c17-4f24-a8d0-27f0c2cac595
ebe2f070-621a-4d4a-8f4c-025dab22f1ed,node0vvzr5i2unv5t1ekxcfys58jy46505,CORRECT,bjv147,d9073ef6-a06b-4411-9ee3-a3300b3125f0
d71f9eac-5723-47e5-b8a2-97a2e8b9d844,node07roeyegtwukc17bcq0rkh89g32838,CORRECT,bjv147,edbdd5e1-d743-41f8-9398-cdd5753a2c8e
56d50cb9-6592-43a5-a233-6fadea186856,node0my107zh5k2621a45saqkjbbq440845,CORRECT,bjv147,e6e52655-aacb-4583-b26a-8827c3273bf3
84f79fbb-04b3-44d9-93da-712849613cb8,node0116cbsgzmkpmm1v8drtgavy2eu42202,CORRECT,bjv147,ba35645a-fa50-4468-9c03-d59fa282deb1
0dd6509c-7282-4e38-93df-1fb4ddb45e4b,node07roeyegtwukc17bcq0rkh89g32838,CORRECT,bjv147,1283dcd6-9ad0-450b-9f0a-69ec787a3f3b
6397d4f3-b55f-45aa-b305-d34f20404cf9,node03wc3plhg6vyd1bbo2x0wahcl841721,CORRECT,bjv147,d8c399ae-3eba-436f-8aeb-011a6a70ae8e
a4f0f6c2-2292-41ba-9c69-f112a189aedc,node0vvzr5i2unv5t1ekxcfys58jy46505,CORRECT,bjv147,809b6816-0091-481b-91eb-6f7df3d96874
99d5fade-92b6-4f44-ab6d-2584f35074ac,node0my107zh5k2621a45saqkjbbq440845,CORRECT,bjv147,89f95a46-55c0-4fca-bb64-ace7a5b93b50
7ca9b438-778a-42a3-85e3-015d0e70e0d1,node0116cbsgzmkpmm1v8drtgavy2eu42202,WRONG,bjv147,b267a6c3-19b5-445d-a9dd-9d55ab9e38eb
c930890b-6ba2-403d-8520-d4c6df66eba7,node0vvzr5i2unv5t1ekxcfys58jy46505,CORRECT,bjv147,5963fe36-bbf2-4000-be7d-cdf9e496ee4b
3db52f2e-4041-47dd-904a-49a9745b5d99,node03wc3plhg6vyd1bbo2x0wahcl841721,CORRECT,bjv147,a7a3583b-ec14-4406-8fa4-97d057c1a01a
dd2996ed-6ad1-4985-ad54-467cd669cbaa,node0my107zh5k2621a45saqkjbbq440845,CORRECT,bjv147,63269e69-e9dc-4815-8c2c-295170ccd0d3
089f43df-6397-4f2c-a92a-95569512ffe2,node0vvzr5i2unv5t1ekxcfys58jy46505,CORRECT,bjv147,ed41c7d2-5279-4c9f-aeae-94eb9acbb11e
4c8033f6-456e-41d5-897f-c5c5d7fde9d5,node0my107zh5k2621a45saqkjbbq440845,CORRECT,bjv147,c98b566b-d44a-44ad-8756-0d989786fc65
09d01cc1-6201-4d7f-9f44-70c9a7c97baf,node03wc3plhg6vyd1bbo2x0wahcl841721,CORRECT,bjv147,be8b820f-9823-4aaf-bc29-756bedf31a4c
8fbc809e-946f-4d3a-9ce9-91c68735d4e5,node0vvzr5i2unv5t1ekxcfys58jy46505,CORRECT,bjv147,1a000011-5b40-4e14-97dd-d602f89c6cd9
e79e4c7c-2fc0-4617-986d-d96d58f449b2,node0my107zh5k2621a45saqkjbbq440845,CORRECT,bjv147,f7ef8173-dca0-4b51-90fc-4a088d5795e1
05860614-5ca1-4f96-ac0d-e4351ae5443c,node0vvzr5i2unv5t1ekxcfys58jy46505,WRONG,bjv147,1a996d2b-69e9-41e4-acc0-66858b63c5eb
126fb824-7209-4878-998d-98557f9bc0c0,node03wc3plhg6vyd1bbo2x0wahcl841721,WRONG,bjv147,64fe538c-36fe-48bd-be03-efdbbea864f6
c30fd65e-c78d-43d6-b497-7decf068d4a9,node0my107zh5k2621a45saqkjbbq440845,CORRECT,bjv147,914d8d49-7bba-4b7c-a621-fa713a95aedf
026768d4-b0a2-42f8-bdb1-63269ef429d8,node0my107zh5k2621a45saqkjbbq440845,CORRECT,bjv147,e6eb7194-35ba-4b1b-b2c4-4d837f2e4b53
cee97152-e096-4fb4-a9ab-3b00cd5fa16a,node01axdevksv2853rij1dgxnzjr841526,CORRECT,bjv147,901489fb-55e0-4976-bda2-97f8cd65cfdb
2d38ecfb-8791-412e-86f2-4441310faa57,node0my107zh5k2621a45saqkjbbq440845,CORRECT,bjv147,5815dc19-fde3-476b-9fcd-8bd83e5d372c
94fc2423-7ecf-4e0a-819a-89333b6b7336,node0116cbsgzmkpmm1v8drtgavy2eu42202,WRONG,bjv147,f7fa53b4-8df8-4625-a12c-6af21bf9faa0
4fa87a64-8d1f-4dc6-93a3-b9ac7368d5a4,node03wc3plhg6vyd1bbo2x0wahcl841721,CORRECT,bjv147,411bb577-f1c5-44a1-b934-cbb0e292e89f
